timestamp,temp_c,rh,rain_mm
2025-08-01 17:00:00,19.7,66.72,0.0
2025-08-01 18:00:00,19.4,70.39,0.0
2025-08-01 19:00:00,18.6,68.37,0.0
2025-08-01 20:00:00,17.8,72.66,0.0
2025-08-01 21:00:00,15.6,84.35,0.0
2025-08-01 22:00:00,14.8,87.06,0.0
2025-08-01 23:00:00,13.7,90.76,0.0
2025-08-01 00:00:00,10.9,93.65,0.0
2025-08-01 01:00:00,10.7,95.56,0.0
2025-08-01 02:00:00,10.0,92.64,0.0
2025-08-01 03:00:00,8.8,93.53,0.0
2025-08-01 04:00:00,8.7,94.74,0.0
2025-08-01 05:00:00,9.4,95.74,0.0
2025-08-01 06:00:00,9.4,96.63,0.0
2025-08-01 07:00:00,10.9,95.39,0.0
2025-08-01 08:00:00,16.1,84.34,0.003
2025-08-01 09:00:00,19.1,69.8,0.0
2025-08-01 10:00:00,19.8,54.31,0.0
2025-08-01 11:00:00,21.0,51.58,0.0
2025-08-01 12:00:00,21.6,49.57,0.0
2025-08-01 13:00:00,22.0,43.08,0.0
2025-08-01 14:00:00,22.6,42.33,0.0
2025-08-01 15:00:00,22.3,39.88,0.0
2025-08-01 16:00:00,22.0,42.51,0.0
2025-08-01 17:00:00,22.2,36.87,0.0
2025-08-01 18:00:00,22.0,40.85,0.0
2025-08-01 19:00:00,21.2,42.36,0.0
2025-08-01 20:00:00,19.2,54.64,0.0
2025-08-01 21:00:00,16.8,62.88,0.0
2025-08-01 22:00:00,13.0,72.65,0.0
2025-08-01 23:00:00,11.9,83.52,0.0
2025-08-01 00:00:00,10.2,82.87,0.0
2025-08-01 01:00:00,9.7,83.76,0.0
2025-08-01 02:00:00,10.7,88.58,0.0
2025-08-01 03:00:00,10.1,88.39,0.0
2025-08-01 04:00:00,9.1,90.4,0.0
2025-08-01 05:00:00,9.7,86.56,0.0
2025-08-01 06:00:00,11.9,92.61,0.0
2025-08-01 07:00:00,11.2,90.55,0.0
2025-08-01 08:00:00,16.2,86.08,0.0
2025-08-01 09:00:00,19.1,67.14,0.0
2025-08-01 10:00:00,20.3,65.56,0.0
2025-08-01 11:00:00,22.2,51.7,0.0
2025-08-01 12:00:00,23.2,44.34,0.0
2025-08-01 13:00:00,24.2,38.96,0.0
2025-08-01 14:00:00,24.8,37.41,0.0
2025-08-01 15:00:00,25.2,42.74,0.0
2025-08-01 16:00:00,25.0,42.66,0.0
2025-08-01 17:00:00,25.3,41.44,0.0
2025-08-01 18:00:00,23.9,53.23,0.0
2025-08-01 19:00:00,22.4,61.41,0.0
2025-08-01 20:00:00,19.9,71.97,0.0
2025-08-01 21:00:00,16.2,82.03,0.0
2025-08-01 22:00:00,17.1,91.36,0.0
2025-08-01 23:00:00,15.4,89.22,0.0
